prob_attack,Source IP,Destination IP,Protocol,Destination Port
0.9999999979860144,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979765624,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979765624,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979743288,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979742427,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997970374,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979671861,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979660708,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979597685,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979573606,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979573606,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979573606,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979540444,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997952689,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979513015,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979470156,172.16.0.1,192.168.10.50,6.0,80.0
0.99999999794363,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979433434,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997942628,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979378327,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979282745,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979264973,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979264973,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979264973,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979264973,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979264973,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979220389,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979202996,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979180039,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999979064171,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997895068,172.16.0.1,192.168.10.50,6.0,80.0
0.99999999788644,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978824434,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978802776,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978796059,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978775669,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978760195,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978757597,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978709275,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978709275,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978706593,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978702889,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978682523,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978682523,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978666805,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997866521,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978639569,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978632881,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978612071,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978601404,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978590184,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978579708,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978560952,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978541139,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978535727,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978529357,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978493503,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978493503,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978455456,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978452023,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978394012,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978391745,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978377103,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978369329,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978348728,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978331509,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978331509,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978318266,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978314871,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978284553,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978229845,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978219585,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978193508,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978184229,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978160485,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978130616,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978108083,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978108083,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978087397,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978087397,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997805745,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978010774,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978005447,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978005447,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999978005447,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977990786,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977980132,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977958565,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977958565,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977902714,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977901608,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977895986,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977858796,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977853515,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977832108,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977832108,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977832108,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977827276,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977819556,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977805667,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977800287,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997778805,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997778805,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977777978,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977744471,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977744471,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997774055,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977729004,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977729004,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977678669,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977670284,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977659948,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977636842,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977625307,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977608487,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977584502,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977584502,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977584502,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977571443,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977434293,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977430032,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977355711,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977332286,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977263936,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977241247,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997723259,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977218161,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977217044,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977212435,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977212435,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977212435,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997715481,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997715481,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977151588,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997709309,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997709309,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977076632,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997706436,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977059089,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999977029272,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997702747,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976982565,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976972178,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976952973,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976945442,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976890583,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976742311,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976731828,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976675902,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976671881,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976632508,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976624674,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976579053,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976569813,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976562648,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976505423,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976504959,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976490084,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976486416,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976486416,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976486416,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976486416,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976419842,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976417531,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976313059,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976266813,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976264511,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976227383,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976174541,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999976138372,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975974709,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975963525,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975963525,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975947913,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975926783,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975849392,172.16.0.1,192.168.10.50,6.0,80.0
0.99999999756758,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975595448,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997557617,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975569009,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975469172,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975463982,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975431695,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975418055,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975418055,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975404408,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975367624,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975364684,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975303318,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975303318,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975209279,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975200606,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975180041,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975146416,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975057343,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975014096,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999975001017,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997496293,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974962175,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974809326,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974709215,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997470504,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997470504,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974704166,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974659506,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974634242,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974634242,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974629599,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974629599,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974619378,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974614675,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974614675,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974609564,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974559717,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997455808,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974504776,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974409459,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974394753,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974376157,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974338951,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974257863,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997422059,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974166229,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974166229,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974166229,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974166229,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974164662,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974152438,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974121205,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974107001,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974099409,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997408674,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997408674,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997408674,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997408674,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997408674,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974084444,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974084444,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974058873,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974053857,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974005842,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974002654,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974002654,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999974002654,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973997249,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973975766,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973968718,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973898956,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973802962,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973802962,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997373316,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973721883,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973668525,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973666944,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973648168,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973643379,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973603584,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973547122,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973545481,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973545481,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973545481,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973523208,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973498681,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973498681,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973498681,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973498681,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973498681,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973498681,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973498681,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973498681,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973469518,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973453566,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973416773,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973394127,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973365403,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973365403,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973332045,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997333046,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973204003,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973151539,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973140379,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973133422,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973133422,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973133422,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973098037,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973095688,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973092859,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973087037,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973070406,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973022764,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999973005298,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972957307,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972950537,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972874933,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972866389,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972866389,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997283721,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972824003,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972819182,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972810154,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972810154,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972731644,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972627971,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972627145,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972583418,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972578717,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972578717,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972553781,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997254303,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972524418,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997250494,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972459284,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972443008,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972443008,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972428293,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972394638,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972392821,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972251112,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972131295,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972131295,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972099463,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997209851,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972097668,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972089124,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972089124,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972072666,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972050102,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972050102,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972050102,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972047984,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972044653,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997201076,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972006806,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972006806,172.16.0.1,192.168.10.50,6.0,80.0
0.9999999972006806,172.16.0.1,192.168.10.50,6.0,80.0
0.999999997200608,172.16.0.1,192.168.10.50,6.0,80.0
